onset	duration	sample	trial_type	response_time	stim_file	value
0.0000000000	n/a	n/a	STATUS	n/a	n/a	boundary
63.3540000000	n/a	n/a	STATUS	n/a	n/a	S  5
63.4060000000	n/a	n/a	Eyes Open: Every 1000 ms	n/a	n/a	S  1
64.4060000000	n/a	n/a	Eyes Open: Every 1000 ms	n/a	n/a	S  2
65.4060000000	n/a	n/a	Eyes Open: Every 1000 ms	n/a	n/a	S  1
66.4060000000	n/a	n/a	Eyes Open: Every 1000 ms	n/a	n/a	S  2
67.4080000000	n/a	n/a	Eyes Open: Every 1000 ms	n/a	n/a	S  1
68.4080000000	n/a	n/a	Eyes Open: Every 1000 ms	n/a	n/a	S  2
69.4080000000	n/a	n/a	Eyes Open: Every 1000 ms	n/a	n/a	S  1
70.4080000000	n/a	n/a	Eyes Open: Every 1000 ms	n/a	n/a	S  2
71.4080000000	n/a	n/a	Eyes Open: Every 1000 ms	n/a	n/a	S  1
72.4080000000	n/a	n/a	Eyes Open: Every 1000 ms	n/a	n/a	S  2
73.4080000000	n/a	n/a	Eyes Open: Every 1000 ms	n/a	n/a	S  1
74.4100000000	n/a	n/a	Eyes Open: Every 1000 ms	n/a	n/a	S  2
75.4100000000	n/a	n/a	Eyes Open: Every 1000 ms	n/a	n/a	S  1
76.4100000000	n/a	n/a	Eyes Open: Every 1000 ms	n/a	n/a	S  2
77.4100000000	n/a	n/a	Eyes Open: Every 1000 ms	n/a	n/a	S  1
78.4100000000	n/a	n/a	Eyes Open: Every 1000 ms	n/a	n/a	S  2
79.4100000000	n/a	n/a	Eyes Open: Every 1000 ms	n/a	n/a	S  1
80.4100000000	n/a	n/a	Eyes Open: Every 1000 ms	n/a	n/a	S  2
81.4100000000	n/a	n/a	Eyes Open: Every 1000 ms	n/a	n/a	S  1
82.4120000000	n/a	n/a	Eyes Open: Every 1000 ms	n/a	n/a	S  2
83.4120000000	n/a	n/a	Eyes Open: Every 1000 ms	n/a	n/a	S  1
84.4120000000	n/a	n/a	Eyes Open: Every 1000 ms	n/a	n/a	S  2
85.4120000000	n/a	n/a	Eyes Open: Every 1000 ms	n/a	n/a	S  1
86.4120000000	n/a	n/a	Eyes Open: Every 1000 ms	n/a	n/a	S  2
87.4120000000	n/a	n/a	Eyes Open: Every 1000 ms	n/a	n/a	S  1
88.4120000000	n/a	n/a	Eyes Open: Every 1000 ms	n/a	n/a	S  2
89.4140000000	n/a	n/a	Eyes Open: Every 1000 ms	n/a	n/a	S  1
90.4140000000	n/a	n/a	Eyes Open: Every 1000 ms	n/a	n/a	S  2
91.4140000000	n/a	n/a	Eyes Open: Every 1000 ms	n/a	n/a	S  1
92.4140000000	n/a	n/a	Eyes Open: Every 1000 ms	n/a	n/a	S  2
93.4140000000	n/a	n/a	Eyes Open: Every 1000 ms	n/a	n/a	S  1
94.4140000000	n/a	n/a	Eyes Open: Every 1000 ms	n/a	n/a	S  2
95.4140000000	n/a	n/a	Eyes Open: Every 1000 ms	n/a	n/a	S  1
96.4160000000	n/a	n/a	Eyes Open: Every 1000 ms	n/a	n/a	S  2
97.4160000000	n/a	n/a	Eyes Open: Every 1000 ms	n/a	n/a	S  1
98.4160000000	n/a	n/a	Eyes Open: Every 1000 ms	n/a	n/a	S  2
99.4160000000	n/a	n/a	Eyes Open: Every 1000 ms	n/a	n/a	S  1
100.4160000000	n/a	n/a	Eyes Open: Every 1000 ms	n/a	n/a	S  2
101.4160000000	n/a	n/a	Eyes Open: Every 1000 ms	n/a	n/a	S  1
102.4160000000	n/a	n/a	Eyes Open: Every 1000 ms	n/a	n/a	S  2
103.4180000000	n/a	n/a	Eyes Open: Every 1000 ms	n/a	n/a	S  1
104.4180000000	n/a	n/a	Eyes Open: Every 1000 ms	n/a	n/a	S  2
105.4180000000	n/a	n/a	Eyes Open: Every 1000 ms	n/a	n/a	S  1
106.4180000000	n/a	n/a	Eyes Open: Every 1000 ms	n/a	n/a	S  2
107.4180000000	n/a	n/a	Eyes Open: Every 1000 ms	n/a	n/a	S  1
108.4180000000	n/a	n/a	Eyes Open: Every 1000 ms	n/a	n/a	S  2
109.4180000000	n/a	n/a	Eyes Open: Every 1000 ms	n/a	n/a	S  1
110.4200000000	n/a	n/a	Eyes Open: Every 1000 ms	n/a	n/a	S  2
111.4200000000	n/a	n/a	Eyes Open: Every 1000 ms	n/a	n/a	S  1
112.4200000000	n/a	n/a	Eyes Open: Every 1000 ms	n/a	n/a	S  2
113.4200000000	n/a	n/a	Eyes Open: Every 1000 ms	n/a	n/a	S  1
114.4200000000	n/a	n/a	Eyes Open: Every 1000 ms	n/a	n/a	S  2
115.4200000000	n/a	n/a	Eyes Open: Every 1000 ms	n/a	n/a	S  1
116.4200000000	n/a	n/a	Eyes Open: Every 1000 ms	n/a	n/a	S  2
117.4220000000	n/a	n/a	Eyes Open: Every 1000 ms	n/a	n/a	S  1
118.4220000000	n/a	n/a	Eyes Open: Every 1000 ms	n/a	n/a	S  2
119.4220000000	n/a	n/a	Eyes Open: Every 1000 ms	n/a	n/a	S  1
120.4220000000	n/a	n/a	Eyes Open: Every 1000 ms	n/a	n/a	S  2
121.4220000000	n/a	n/a	Eyes Open: Every 1000 ms	n/a	n/a	S  1
122.4220000000	n/a	n/a	Eyes Open: Every 1000 ms	n/a	n/a	S  2
131.9760000000	n/a	n/a	STATUS	n/a	n/a	S  6
132.0340000000	n/a	n/a	Eyes Closed: Every 1000 ms	n/a	n/a	S  3
133.0340000000	n/a	n/a	Eyes Closed: Every 1000 ms	n/a	n/a	S  4
134.0340000000	n/a	n/a	Eyes Closed: Every 1000 ms	n/a	n/a	S  3
135.0340000000	n/a	n/a	Eyes Closed: Every 1000 ms	n/a	n/a	S  4
136.0360000000	n/a	n/a	Eyes Closed: Every 1000 ms	n/a	n/a	S  3
137.0360000000	n/a	n/a	Eyes Closed: Every 1000 ms	n/a	n/a	S  4
138.0360000000	n/a	n/a	Eyes Closed: Every 1000 ms	n/a	n/a	S  3
139.0360000000	n/a	n/a	Eyes Closed: Every 1000 ms	n/a	n/a	S  4
140.0360000000	n/a	n/a	Eyes Closed: Every 1000 ms	n/a	n/a	S  3
141.0360000000	n/a	n/a	Eyes Closed: Every 1000 ms	n/a	n/a	S  4
