onset	duration	sample	trial_type	response_time	stim_file	value
0.0000000000	n/a	n/a	STATUS	n/a	n/a	boundary
57.3340000000	n/a	n/a	STATUS	n/a	n/a	S  5
57.3880000000	n/a	n/a	Eyes Open: Every 1000 ms	n/a	n/a	S  1
58.3880000000	n/a	n/a	Eyes Open: Every 1000 ms	n/a	n/a	S  2
59.3880000000	n/a	n/a	Eyes Open: Every 1000 ms	n/a	n/a	S  1
60.3880000000	n/a	n/a	Eyes Open: Every 1000 ms	n/a	n/a	S  2
61.3880000000	n/a	n/a	Eyes Open: Every 1000 ms	n/a	n/a	S  1
62.3880000000	n/a	n/a	Eyes Open: Every 1000 ms	n/a	n/a	S  2
63.3900000000	n/a	n/a	Eyes Open: Every 1000 ms	n/a	n/a	S  1
64.3900000000	n/a	n/a	Eyes Open: Every 1000 ms	n/a	n/a	S  2
65.3900000000	n/a	n/a	Eyes Open: Every 1000 ms	n/a	n/a	S  1
66.3900000000	n/a	n/a	Eyes Open: Every 1000 ms	n/a	n/a	S  2
67.3900000000	n/a	n/a	Eyes Open: Every 1000 ms	n/a	n/a	S  1
68.3900000000	n/a	n/a	Eyes Open: Every 1000 ms	n/a	n/a	S  2
69.3900000000	n/a	n/a	Eyes Open: Every 1000 ms	n/a	n/a	S  1
70.3920000000	n/a	n/a	Eyes Open: Every 1000 ms	n/a	n/a	S  2
71.3920000000	n/a	n/a	Eyes Open: Every 1000 ms	n/a	n/a	S  1
72.3920000000	n/a	n/a	Eyes Open: Every 1000 ms	n/a	n/a	S  2
73.3920000000	n/a	n/a	Eyes Open: Every 1000 ms	n/a	n/a	S  1
74.3920000000	n/a	n/a	Eyes Open: Every 1000 ms	n/a	n/a	S  2
75.3920000000	n/a	n/a	Eyes Open: Every 1000 ms	n/a	n/a	S  1
76.3920000000	n/a	n/a	Eyes Open: Every 1000 ms	n/a	n/a	S  2
77.3940000000	n/a	n/a	Eyes Open: Every 1000 ms	n/a	n/a	S  1
78.3940000000	n/a	n/a	Eyes Open: Every 1000 ms	n/a	n/a	S  2
79.3940000000	n/a	n/a	Eyes Open: Every 1000 ms	n/a	n/a	S  1
80.3940000000	n/a	n/a	Eyes Open: Every 1000 ms	n/a	n/a	S  2
81.3940000000	n/a	n/a	Eyes Open: Every 1000 ms	n/a	n/a	S  1
82.3940000000	n/a	n/a	Eyes Open: Every 1000 ms	n/a	n/a	S  2
83.3940000000	n/a	n/a	Eyes Open: Every 1000 ms	n/a	n/a	S  1
84.3960000000	n/a	n/a	Eyes Open: Every 1000 ms	n/a	n/a	S  2
85.3960000000	n/a	n/a	Eyes Open: Every 1000 ms	n/a	n/a	S  1
86.3960000000	n/a	n/a	Eyes Open: Every 1000 ms	n/a	n/a	S  2
87.3960000000	n/a	n/a	Eyes Open: Every 1000 ms	n/a	n/a	S  1
88.3960000000	n/a	n/a	Eyes Open: Every 1000 ms	n/a	n/a	S  2
89.3960000000	n/a	n/a	Eyes Open: Every 1000 ms	n/a	n/a	S  1
90.3960000000	n/a	n/a	Eyes Open: Every 1000 ms	n/a	n/a	S  2
91.3980000000	n/a	n/a	Eyes Open: Every 1000 ms	n/a	n/a	S  1
92.3980000000	n/a	n/a	Eyes Open: Every 1000 ms	n/a	n/a	S  2
93.3980000000	n/a	n/a	Eyes Open: Every 1000 ms	n/a	n/a	S  1
94.3980000000	n/a	n/a	Eyes Open: Every 1000 ms	n/a	n/a	S  2
95.3980000000	n/a	n/a	Eyes Open: Every 1000 ms	n/a	n/a	S  1
96.3980000000	n/a	n/a	Eyes Open: Every 1000 ms	n/a	n/a	S  2
97.3980000000	n/a	n/a	Eyes Open: Every 1000 ms	n/a	n/a	S  1
98.4000000000	n/a	n/a	Eyes Open: Every 1000 ms	n/a	n/a	S  2
99.4000000000	n/a	n/a	Eyes Open: Every 1000 ms	n/a	n/a	S  1
100.4000000000	n/a	n/a	Eyes Open: Every 1000 ms	n/a	n/a	S  2
101.4000000000	n/a	n/a	Eyes Open: Every 1000 ms	n/a	n/a	S  1
102.4000000000	n/a	n/a	Eyes Open: Every 1000 ms	n/a	n/a	S  2
103.4000000000	n/a	n/a	Eyes Open: Every 1000 ms	n/a	n/a	S  1
104.4000000000	n/a	n/a	Eyes Open: Every 1000 ms	n/a	n/a	S  2
105.4020000000	n/a	n/a	Eyes Open: Every 1000 ms	n/a	n/a	S  1
106.4020000000	n/a	n/a	Eyes Open: Every 1000 ms	n/a	n/a	S  2
107.4020000000	n/a	n/a	Eyes Open: Every 1000 ms	n/a	n/a	S  1
108.4020000000	n/a	n/a	Eyes Open: Every 1000 ms	n/a	n/a	S  2
109.4020000000	n/a	n/a	Eyes Open: Every 1000 ms	n/a	n/a	S  1
110.4020000000	n/a	n/a	Eyes Open: Every 1000 ms	n/a	n/a	S  2
111.4020000000	n/a	n/a	Eyes Open: Every 1000 ms	n/a	n/a	S  1
112.4040000000	n/a	n/a	Eyes Open: Every 1000 ms	n/a	n/a	S  2
113.4040000000	n/a	n/a	Eyes Open: Every 1000 ms	n/a	n/a	S  1
114.4040000000	n/a	n/a	Eyes Open: Every 1000 ms	n/a	n/a	S  2
115.4040000000	n/a	n/a	Eyes Open: Every 1000 ms	n/a	n/a	S  1
116.4040000000	n/a	n/a	Eyes Open: Every 1000 ms	n/a	n/a	S  2
125.2520000000	n/a	n/a	STATUS	n/a	n/a	S  6
125.3100000000	n/a	n/a	Eyes Closed: Every 1000 ms	n/a	n/a	S  3
126.3120000000	n/a	n/a	Eyes Closed: Every 1000 ms	n/a	n/a	S  4
127.3120000000	n/a	n/a	Eyes Closed: Every 1000 ms	n/a	n/a	S  3
128.3120000000	n/a	n/a	Eyes Closed: Every 1000 ms	n/a	n/a	S  4
129.3120000000	n/a	n/a	Eyes Closed: Every 1000 ms	n/a	n/a	S  3
130.3120000000	n/a	n/a	Eyes Closed: Every 1000 ms	n/a	n/a	S  4
131.3120000000	n/a	n/a	Eyes Closed: Every 1000 ms	n/a	n/a	S  3
132.3140000000	n/a	n/a	Eyes Closed: Every 1000 ms	n/a	n/a	S  4
133.3140000000	n/a	n/a	Eyes Closed: Every 1000 ms	n/a	n/a	S  3
134.3140000000	n/a	n/a	Eyes Closed: Every 1000 ms	n/a	n/a	S  4
135.3140000000	n/a	n/a	Eyes Closed: Every 1000 ms	n/a	n/a	S  3
136.3140000000	n/a	n/a	Eyes Closed: Every 1000 ms	n/a	n/a	S  4
137.3140000000	n/a	n/a	Eyes Closed: Every 1000 ms	n/a	n/a	S  3
138.3160000000	n/a	n/a	Eyes Closed: Every 1000 ms	n/a	n/a	S  4
139.3160000000	n/a	n/a	Eyes Closed: Every 1000 ms	n/a	n/a	S  3
140.3160000000	n/a	n/a	Eyes Closed: Every 1000 ms	n/a	n/a	S  4
141.3160000000	n/a	n/a	Eyes Closed: Every 1000 ms	n/a	n/a	S  3
142.3160000000	n/a	n/a	Eyes Closed: Every 1000 ms	n/a	n/a	S  4
143.3160000000	n/a	n/a	Eyes Closed: Every 1000 ms	n/a	n/a	S  3
144.3160000000	n/a	n/a	Eyes Closed: Every 1000 ms	n/a	n/a	S  4
145.3180000000	n/a	n/a	Eyes Closed: Every 1000 ms	n/a	n/a	S  3
146.3180000000	n/a	n/a	Eyes Closed: Every 1000 ms	n/a	n/a	S  4
147.3180000000	n/a	n/a	Eyes Closed: Every 1000 ms	n/a	n/a	S  3
148.3180000000	n/a	n/a	Eyes Closed: Every 1000 ms	n/a	n/a	S  4
149.3180000000	n/a	n/a	Eyes Closed: Every 1000 ms	n/a	n/a	S  3
150.3180000000	n/a	n/a	Eyes Closed: Every 1000 ms	n/a	n/a	S  4
151.3180000000	n/a	n/a	Eyes Closed: Every 1000 ms	n/a	n/a	S  3
152.3200000000	n/a	n/a	Eyes Closed: Every 1000 ms	n/a	n/a	S  4
153.3200000000	n/a	n/a	Eyes Closed: Every 1000 ms	n/a	n/a	S  3
154.3200000000	n/a	n/a	Eyes Closed: Every 1000 ms	n/a	n/a	S  4
155.3200000000	n/a	n/a	Eyes Closed: Every 1000 ms	n/a	n/a	S  3
156.3200000000	n/a	n/a	Eyes Closed: Every 1000 ms	n/a	n/a	S  4
157.3200000000	n/a	n/a	Eyes Closed: Every 1000 ms	n/a	n/a	S  3
158.3200000000	n/a	n/a	Eyes Closed: Every 1000 ms	n/a	n/a	S  4
159.3220000000	n/a	n/a	Eyes Closed: Every 1000 ms	n/a	n/a	S  3
160.3220000000	n/a	n/a	Eyes Closed: Every 1000 ms	n/a	n/a	S  4
161.3220000000	n/a	n/a	Eyes Closed: Every 1000 ms	n/a	n/a	S  3
162.3220000000	n/a	n/a	Eyes Closed: Every 1000 ms	n/a	n/a	S  4
163.3220000000	n/a	n/a	Eyes Closed: Every 1000 ms	n/a	n/a	S  3
164.3220000000	n/a	n/a	Eyes Closed: Every 1000 ms	n/a	n/a	S  4
165.3220000000	n/a	n/a	Eyes Closed: Every 1000 ms	n/a	n/a	S  3
166.3240000000	n/a	n/a	Eyes Closed: Every 1000 ms	n/a	n/a	S  4
167.3240000000	n/a	n/a	Eyes Closed: Every 1000 ms	n/a	n/a	S  3
168.3240000000	n/a	n/a	Eyes Closed: Every 1000 ms	n/a	n/a	S  4
169.3240000000	n/a	n/a	Eyes Closed: Every 1000 ms	n/a	n/a	S  3
170.3240000000	n/a	n/a	Eyes Closed: Every 1000 ms	n/a	n/a	S  4
171.3240000000	n/a	n/a	Eyes Closed: Every 1000 ms	n/a	n/a	S  3
172.3240000000	n/a	n/a	Eyes Closed: Every 1000 ms	n/a	n/a	S  4
173.3260000000	n/a	n/a	Eyes Closed: Every 1000 ms	n/a	n/a	S  3
174.3260000000	n/a	n/a	Eyes Closed: Every 1000 ms	n/a	n/a	S  4
175.3260000000	n/a	n/a	Eyes Closed: Every 1000 ms	n/a	n/a	S  3
